Llave;Rut cliente;Rut deudor;N° doc.;Tipo doc.;Fecha_pago;Fecha_prórroga
76.155.354-2-76.006.032-1-398-FZ;76.155.354-2;76.006.032-1;398;FZ;30/01/2025;01/01/1900
77.930.903-7-76.450.970-6-18-FZ;77.930.903-7;76.450.970-6;18;FZ;17/01/2025;01/01/1900
77.394.789-9-77.189.740-1-1161-FZ;77.394.789-9;77.189.740-1;1161;FZ;01/01/1900;01/01/1900
76.530.011-8-96.843.130-7-598-FZ;76.530.011-8;96.843.130-7;598;FZ;17/01/2025;01/01/1900
76.168.511-2-77.616.617-0-27313-FZ;76.168.511-2;77.616.617-0;27313;FZ;01/01/1900;01/01/1900
77.775.861-6-76.514.698-4-845-FZ;77.775.861-6;76.514.698-4;845;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3605-FZ;76.485.877-8;76.411.321-7;3605;FZ;29/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3666-FZ;76.485.877-8;76.411.321-7;3666;FZ;29/01/2025;01/01/1900
77.115.401-8-93.659.000-4-213-FZ;77.115.401-8;93.659.000-4;213;FZ;01/01/1900;01/01/1900
77.251.889-7-76.514.698-4-194-FZ;77.251.889-7;76.514.698-4;194;FZ;01/01/1900;01/01/1900
10.353.176-4-76.238.720-4-308-FZ;10.353.176-4;76.238.720-4;308;FZ;01/01/1900;01/01/1900
77.930.903-7-76.450.970-6-19-FZ;77.930.903-7;76.450.970-6;19;FZ;17/01/2025;01/01/1900
77.775.861-6-76.514.698-4-844-FZ;77.775.861-6;76.514.698-4;844;FZ;01/01/1900;01/01/1900
76.168.511-2-77.616.617-0-27405-FZ;76.168.511-2;77.616.617-0;27405;FZ;01/01/1900;01/01/1900
76.613.324-K-77.184.980-6-1889-F3;76.613.324-K;77.184.980-6;1889;F3;01/01/1900;01/01/1900
76.903.662-8-79.784.980-4-469-FZ;76.903.662-8;79.784.980-4;469;FZ;28/01/2025;01/01/1900
71.133.700-8-19.989.857-4-15287-PG;71.133.700-8;19.989.857-4;15287;PG;20/01/2025;01/01/1900
77.059.653-K-72.156.900-4-554-FZ;77.059.653-K;72.156.900-4;554;FZ;01/01/1900;01/01/1900
76.168.511-2-86.715.400-0-28100-FZ;76.168.511-2;86.715.400-0;28100;FZ;01/01/1900;01/01/1900
77.664.918-K-99.589.040-2-263-FZ;77.664.918-K;99.589.040-2;263;FZ;01/01/1900;01/01/1900
76.422.577-5-76.408.707-0-2749-FZ;76.422.577-5;76.408.707-0;2749;FZ;01/01/1900;01/01/1900
77.664.918-K-77.043.622-2-262-FZ;77.664.918-K;77.043.622-2;262;FZ;17/01/2025;01/01/1900
76.613.324-K-77.184.980-6-1984-F3;76.613.324-K;77.184.980-6;1984;F3;01/01/1900;01/01/1900
76.613.324-K-77.184.980-6-1984001-F3;76.613.324-K;77.184.980-6;1984001;F3;01/01/1900;01/01/1900
77.166.525-K-96.566.100-K-4518-FZ;77.166.525-K;96.566.100-K;4518;FZ;17/01/2025;01/01/1900
76.168.511-2-77.306.474-1-27459-FZ;76.168.511-2;77.306.474-1;27459;FZ;01/01/1900;01/01/1900
76.155.354-2-76.006.032-1-400-FZ;76.155.354-2;76.006.032-1;400;FZ;30/01/2025;01/01/1900
76.613.324-K-76.613.324-K-14028002-GC;76.613.324-K;76.613.324-K;14028002;GC;01/01/1900;01/01/1900
77.813.621-K-76.525.290-3-184-FZ;77.813.621-K;76.525.290-3;184;FZ;17/01/2025;01/01/1900
78.747.370-9-77.707.356-7-17527-FZ;78.747.370-9;77.707.356-7;17527;FZ;01/01/1900;01/01/1900
76.025.792-3-86.713.500-6-673-FZ;76.025.792-3;86.713.500-6;673;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3640-FZ;76.485.877-8;76.411.321-7;3640;FZ;29/01/2025;01/01/1900
77.620.936-8-76.114.143-0-453-FZ;77.620.936-8;76.114.143-0;453;FZ;01/01/1900;01/01/1900
17.816.411-2-76.514.698-4-350-FZ;17.816.411-2;76.514.698-4;350;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3614-FZ;76.485.877-8;76.411.321-7;3614;FZ;29/01/2025;01/01/1900
77.166.525-K-96.566.100-K-4520-FZ;77.166.525-K;96.566.100-K;4520;FZ;17/01/2025;01/01/1900
77.517.586-9-84.716.400-K-288-FZ;77.517.586-9;84.716.400-K;288;FZ;01/01/1900;01/01/1900
76.168.511-2-77.616.617-0-27431-FZ;76.168.511-2;77.616.617-0;27431;FZ;01/01/1900;01/01/1900
9.131.174-7-76.514.698-4-354-FZ;9.131.174-7;76.514.698-4;354;FZ;01/01/1900;01/01/1900
76.489.284-4-83.719.300-1-1556-FZ;76.489.284-4;83.719.300-1;1556;FZ;01/01/1900;01/01/1900
76.718.761-0-84.716.400-K-433-FZ;76.718.761-0;84.716.400-K;433;FZ;01/01/1900;01/01/1900
76.489.284-4-83.719.300-1-1558-FZ;76.489.284-4;83.719.300-1;1558;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3628-FZ;76.485.877-8;76.411.321-7;3628;FZ;29/01/2025;01/01/1900
76.034.496-6-86.713.500-6-253-FZ;76.034.496-6;86.713.500-6;253;FZ;01/01/1900;01/01/1900
76.806.049-5-77.393.120-8-2596-FZ;76.806.049-5;77.393.120-8;2596;FZ;01/01/1900;01/01/1900
76.717.354-7-77.545.580-2-257-FZ;76.717.354-7;77.545.580-2;257;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3657-FZ;76.485.877-8;76.411.321-7;3657;FZ;29/01/2025;01/01/1900
77.529.343-8-76.514.698-4-529-FZ;77.529.343-8;76.514.698-4;529;FZ;01/01/1900;01/01/1900
76.803.335-8-76.525.290-3-484-FZ;76.803.335-8;76.525.290-3;484;FZ;17/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3667-FZ;76.485.877-8;76.411.321-7;3667;FZ;29/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3658-FZ;76.485.877-8;76.411.321-7;3658;FZ;29/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3663-FZ;76.485.877-8;76.411.321-7;3663;FZ;29/01/2025;01/01/1900
77.943.099-5-96.945.150-6-7-F2;77.943.099-5;96.945.150-6;7;F2;01/01/1900;01/01/1900
13.525.172-0-13.525.172-0-13803-GC;13.525.172-0;13.525.172-0;13803;GC;01/01/1900;01/01/1900
77.394.789-9-77.334.290-3-1170-FZ;77.394.789-9;77.334.290-3;1170;FZ;01/01/1900;01/01/1900
77.394.789-9-77.334.290-3-1146-FZ;77.394.789-9;77.334.290-3;1146;FZ;01/01/1900;01/01/1900
77.529.343-8-76.514.698-4-531-FZ;77.529.343-8;76.514.698-4;531;FZ;01/01/1900;01/01/1900
77.517.586-9-84.716.400-K-15-FS;77.517.586-9;84.716.400-K;15;FS;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3635-FZ;76.485.877-8;76.411.321-7;3635;FZ;29/01/2025;01/01/1900
77.020.617-0-61.531.000-K-186-FZ;77.020.617-0;61.531.000-K;186;FZ;01/01/1900;01/01/1900
76.994.596-2-76.514.698-4-485-FZ;76.994.596-2;76.514.698-4;485;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3662-FZ;76.485.877-8;76.411.321-7;3662;FZ;29/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3594-FZ;76.485.877-8;76.411.321-7;3594;FZ;29/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3484-FZ;76.485.877-8;76.411.321-7;3484;FZ;01/01/1900;01/01/1900
77.115.401-8-93.659.000-4-209-FZ;77.115.401-8;93.659.000-4;209;FZ;01/01/1900;01/01/1900
77.394.789-9-77.197.647-6-1171-FZ;77.394.789-9;77.197.647-6;1171;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3600-FZ;76.485.877-8;76.411.321-7;3600;FZ;29/01/2025;01/01/1900
76.318.207-K-77.104.776-9-5545-FZ;76.318.207-K;77.104.776-9;5545;FZ;01/01/1900;01/01/1900
76.631.768-5-76.649.744-6-306-FZ;76.631.768-5;76.649.744-6;306;FZ;01/01/1900;01/01/1900
77.943.099-5-96.945.150-6-18-FZ;77.943.099-5;96.945.150-6;18;FZ;01/01/1900;01/01/1900
76.706.738-0-91.426.000-0-1372-FS;76.706.738-0;91.426.000-0;1372;FS;17/01/2025;01/01/1900
77.534.407-5-99.586.830-K-337-FZ;77.534.407-5;99.586.830-K;337;FZ;01/01/1900;01/01/1900
77.802.421-7-96.843.130-7-455-FZ;77.802.421-7;96.843.130-7;455;FZ;01/01/1900;01/01/1900
76.806.049-5-77.393.120-8-2605-FZ;76.806.049-5;77.393.120-8;2605;FZ;01/01/1900;01/01/1900
77.664.918-K-77.043.622-2-264-FZ;77.664.918-K;77.043.622-2;264;FZ;01/01/1900;01/01/1900
76.971.074-4-76.298.660-4-173-FZ;76.971.074-4;76.298.660-4;173;FZ;01/01/1900;01/01/1900
77.327.153-4-77.608.237-6-74-FS;77.327.153-4;77.608.237-6;74;FS;01/01/1900;01/01/1900
77.529.343-8-76.514.698-4-530-FZ;77.529.343-8;76.514.698-4;530;FZ;01/01/1900;01/01/1900
76.806.049-5-77.393.120-8-2616-FZ;76.806.049-5;77.393.120-8;2616;FZ;01/01/1900;01/01/1900
77.353.221-4-96.579.800-5-64-FZ;77.353.221-4;96.579.800-5;64;FZ;17/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3583-FZ;76.485.877-8;76.411.321-7;3583;FZ;29/01/2025;01/01/1900
77.656.443-5-76.082.155-1-743006-F3;77.656.443-5;76.082.155-1;743006;F3;17/01/2025;01/01/1900
77.515.115-3-76.301.094-5-743-FZ;77.515.115-3;76.301.094-5;743;FZ;01/01/1900;01/01/1900
76.723.927-0-61.606.100-3-290-FZ;76.723.927-0;61.606.100-3;290;FZ;01/01/1900;01/01/1900
76.803.335-8-76.525.290-3-503-FZ;76.803.335-8;76.525.290-3;503;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3588-FZ;76.485.877-8;76.411.321-7;3588;FZ;29/01/2025;01/01/1900
76.422.577-5-76.048.217-K-2750-FZ;76.422.577-5;76.048.217-K;2750;FZ;01/01/1900;01/01/1900
76.168.511-2-77.616.617-0-27280-FZ;76.168.511-2;77.616.617-0;27280;FZ;01/01/1900;01/01/1900
76.244.065-2-96.872.930-6-3319-FS;76.244.065-2;96.872.930-6;3319;FS;01/01/1900;01/01/1900
77.688.302-6-79.784.980-4-31-FZ;77.688.302-6;79.784.980-4;31;FZ;17/01/2025;01/01/1900
77.656.443-5-6.170.318-7-685-FZ;77.656.443-5;6.170.318-7;685;FZ;25/01/2025;01/01/1900
77.353.221-4-96.579.800-5-65-FZ;77.353.221-4;96.579.800-5;65;FZ;17/01/2025;01/01/1900
76.692.031-4-76.794.340-7-2954-FZ;76.692.031-4;76.794.340-7;2954;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3610-FZ;76.485.877-8;76.411.321-7;3610;FZ;29/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3465-FZ;76.485.877-8;76.411.321-7;3465;FZ;01/01/1900;01/01/1900
13.525.172-0-77.424.780-7-196-FS;13.525.172-0;77.424.780-7;196;FS;17/01/2025;01/01/1900
77.529.343-8-76.514.698-4-527-FZ;77.529.343-8;76.514.698-4;527;FZ;01/01/1900;01/01/1900
77.082.235-1-76.175.751-2-222-FZ;77.082.235-1;76.175.751-2;222;FZ;24/01/2025;01/01/1900
76.859.224-1-69.070.900-7-2425-F2;76.859.224-1;69.070.900-7;2425;F2;01/01/1900;01/01/1900
8.735.378-8-78.801.520-8-1007-FZ;8.735.378-8;78.801.520-8;1007;FZ;28/01/2025;01/01/1900
77.166.525-K-93.659.000-4-4700-FZ;77.166.525-K;93.659.000-4;4700;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3474-FZ;76.485.877-8;76.411.321-7;3474;FZ;01/01/1900;01/01/1900
10.812.179-3-96.633.780-K-333-FZ;10.812.179-3;96.633.780-K;333;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3585-FZ;76.485.877-8;76.411.321-7;3585;FZ;29/01/2025;01/01/1900
76.177.912-5-76.136.709-9-2210-FZ;76.177.912-5;76.136.709-9;2210;FZ;01/01/1900;01/01/1900
76.155.354-2-76.006.032-1-399-FZ;76.155.354-2;76.006.032-1;399;FZ;30/01/2025;01/01/1900
76.903.662-8-79.784.980-4-466-FZ;76.903.662-8;79.784.980-4;466;FZ;24/01/2025;01/01/1900
77.366.508-7-76.186.894-2-102-FZ;77.366.508-7;76.186.894-2;102;FZ;01/01/1900;01/01/1900
77.625.058-9-77.141.876-7-82-FZ;77.625.058-9;77.141.876-7;82;FZ;01/01/1900;01/01/1900
76.574.482-2-96.625.710-5-2125-FZ;76.574.482-2;96.625.710-5;2125;FZ;01/01/1900;01/01/1900
77.089.623-1-84.716.400-K-684-FZ;77.089.623-1;84.716.400-K;684;FZ;01/01/1900;01/01/1900
8.735.378-8-78.801.520-8-1006-FZ;8.735.378-8;78.801.520-8;1006;FZ;28/01/2025;01/01/1900
6.606.294-5-87.049.000-3-2138-FZ;6.606.294-5;87.049.000-3;2138;FZ;17/01/2025;01/01/1900
12.575.398-1-76.240.120-7-810-FZ;12.575.398-1;76.240.120-7;810;FZ;24/01/2025;01/01/1900
76.994.596-2-76.514.698-4-488-FZ;76.994.596-2;76.514.698-4;488;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3611-FZ;76.485.877-8;76.411.321-7;3611;FZ;29/01/2025;01/01/1900
77.886.751-6-79.891.160-0-152-FZ;77.886.751-6;79.891.160-0;152;FZ;01/01/1900;01/01/1900
77.529.343-8-76.514.698-4-528-FZ;77.529.343-8;76.514.698-4;528;FZ;01/01/1900;01/01/1900
76.155.354-2-76.155.354-2-1300201-GC;76.155.354-2;76.155.354-2;1300201;GC;01/01/1900;01/01/1900
76.574.482-2-96.625.710-5-2127-FZ;76.574.482-2;96.625.710-5;2127;FZ;01/01/1900;01/01/1900
77.617.622-2-96.949.830-8-147-FZ;77.617.622-2;96.949.830-8;147;FZ;01/01/1900;01/01/1900
77.517.586-9-84.716.400-K-285-FZ;77.517.586-9;84.716.400-K;285;FZ;01/01/1900;01/01/1900
76.697.398-1-77.050.513-5-3332-FZ;76.697.398-1;77.050.513-5;3332;FZ;17/01/2025;01/01/1900
76.239.477-4-77.870.140-5-490-FZ;76.239.477-4;77.870.140-5;490;FZ;17/01/2025;01/01/1900
76.994.596-2-76.514.698-4-487-FZ;76.994.596-2;76.514.698-4;487;FZ;01/01/1900;01/01/1900
77.517.586-9-84.716.400-K-17-FS;77.517.586-9;84.716.400-K;17;FS;01/01/1900;01/01/1900
76.258.207-4-78.754.560-2-1683-FZ;76.258.207-4;78.754.560-2;1683;FZ;01/01/1900;01/01/1900
76.258.207-4-78.754.560-2-1682-FZ;76.258.207-4;78.754.560-2;1682;FZ;01/01/1900;01/01/1900
77.529.343-8-76.514.698-4-526-FZ;77.529.343-8;76.514.698-4;526;FZ;01/01/1900;01/01/1900
77.529.343-8-76.514.698-4-525-FZ;77.529.343-8;76.514.698-4;525;FZ;01/01/1900;01/01/1900
76.671.278-9-76.065.596-1-1788-FZ;76.671.278-9;76.065.596-1;1788;FZ;24/01/2025;01/01/1900
76.519.769-4-96.930.940-8-236-FZ;76.519.769-4;96.930.940-8;236;FZ;01/01/1900;01/01/1900
76.034.496-6-86.713.500-6-239-FZ;76.034.496-6;86.713.500-6;239;FZ;01/01/1900;01/01/1900
76.034.496-6-86.713.500-6-256-FZ;76.034.496-6;86.713.500-6;256;FZ;01/01/1900;01/01/1900
76.168.511-2-77.616.617-0-27361-FZ;76.168.511-2;77.616.617-0;27361;FZ;01/01/1900;01/01/1900
77.016.156-8-77.016.156-8-213801-C1;77.016.156-8;77.016.156-8;213801;C1;01/01/1900;01/01/1900
76.538.584-9-91.762.000-8-859-FZ;76.538.584-9;91.762.000-8;859;FZ;01/01/1900;01/01/1900
77.517.586-9-84.716.400-K-16-FS;77.517.586-9;84.716.400-K;16;FS;01/01/1900;01/01/1900
76.258.207-4-96.994.750-1-1657-FZ;76.258.207-4;96.994.750-1;1657;FZ;01/01/1900;01/01/1900
76.699.362-1-90.266.000-3-346-FZ;76.699.362-1;90.266.000-3;346;FZ;23/01/2025;01/01/1900
76.533.803-4-96.633.780-K-565-FZ;76.533.803-4;96.633.780-K;565;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3637-FZ;76.485.877-8;76.411.321-7;3637;FZ;29/01/2025;01/01/1900
77.166.525-K-93.659.000-4-4764-FZ;77.166.525-K;93.659.000-4;4764;FZ;01/01/1900;01/01/1900
77.166.525-K-93.659.000-4-4701-FZ;77.166.525-K;93.659.000-4;4701;FZ;01/01/1900;01/01/1900
76.698.957-8-77.873.840-6-89269-CH;76.698.957-8;77.873.840-6;89269;CH;29/01/2025;01/01/1900
76.698.957-8-77.873.840-6-88111-CH;76.698.957-8;77.873.840-6;88111;CH;27/01/2025;01/01/1900
76.698.957-8-77.873.840-6-88110-CH;76.698.957-8;77.873.840-6;88110;CH;20/01/2025;01/01/1900
77.868.021-1-76.154.515-9-39-FZ;77.868.021-1;76.154.515-9;39;FZ;24/01/2025;01/01/1900
77.434.609-0-76.086.613-K-165934-CH;77.434.609-0;76.086.613-K;165934;CH;28/01/2025;01/01/1900
77.089.623-1-84.716.400-K-683-FZ;77.089.623-1;84.716.400-K;683;FZ;01/01/1900;01/01/1900
77.517.586-9-84.716.400-K-287-FZ;77.517.586-9;84.716.400-K;287;FZ;01/01/1900;01/01/1900
76.706.738-0-91.426.000-0-1385-FS;76.706.738-0;91.426.000-0;1385;FS;01/01/1900;01/01/1900
76.717.354-7-76.186.894-2-248-FZ;76.717.354-7;76.186.894-2;248;FZ;01/01/1900;01/01/1900
76.736.471-7-76.459.756-7-979-FZ;76.736.471-7;76.459.756-7;979;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3647-FZ;76.485.877-8;76.411.321-7;3647;FZ;29/01/2025;01/01/1900
83.277.100-7-76.769.420-2-137276-FZ;83.277.100-7;76.769.420-2;137276;FZ;01/01/1900;01/01/1900
76.718.761-0-84.716.400-K-431-FZ;76.718.761-0;84.716.400-K;431;FZ;01/01/1900;01/01/1900
77.394.789-9-77.266.644-6-1166-FZ;77.394.789-9;77.266.644-6;1166;FZ;17/01/2025;01/01/1900
77.434.245-1-78.125.200-K-51-FZ;77.434.245-1;78.125.200-K;51;FZ;31/01/2025;01/01/1900
76.899.633-4-96.701.340-4-379-FZ;76.899.633-4;96.701.340-4;379;FZ;01/01/1900;01/01/1900
77.664.918-K-99.589.040-2-265-FZ;77.664.918-K;99.589.040-2;265;FZ;01/01/1900;01/01/1900
76.671.278-9-76.671.278-9-138021-GC;76.671.278-9;76.671.278-9;138021;GC;01/01/1900;01/01/1900
77.515.115-3-76.301.094-5-746-FZ;77.515.115-3;76.301.094-5;746;FZ;01/01/1900;01/01/1900
77.101.451-8-69.040.700-0-145-FZ;77.101.451-8;69.040.700-0;145;FZ;01/01/1900;01/01/1900
12.346.703-5-76.003.885-7-1109-FZ;12.346.703-5;76.003.885-7;1109;FZ;01/01/1900;01/01/1900
76.692.031-4-96.633.780-K-2948-FZ;76.692.031-4;96.633.780-K;2948;FZ;01/01/1900;01/01/1900
77.366.508-7-77.145.952-8-108-FZ;77.366.508-7;77.145.952-8;108;FZ;01/01/1900;01/01/1900
77.517.586-9-84.716.400-K-286-FZ;77.517.586-9;84.716.400-K;286;FZ;01/01/1900;01/01/1900
76.485.877-8-76.411.321-7-3608-FZ;76.485.877-8;76.411.321-7;3608;FZ;29/01/2025;01/01/1900
76.574.482-2-96.625.710-5-2124-FZ;76.574.482-2;96.625.710-5;2124;FZ;01/01/1900;01/01/1900
76.620.091-5-93.659.000-4-519-FZ;76.620.091-5;93.659.000-4;519;FZ;01/01/1900;01/01/1900
77.600.438-3-76.653.690-5-74-FZ;77.600.438-3;76.653.690-5;74;FZ;01/01/1900;01/01/1900
76.246.569-8-76.246.569-8-3282285-RR;76.246.569-8;76.246.569-8;3282285;RR;01/01/1900;01/01/1900
77.517.586-9-84.716.400-K-12-FS;77.517.586-9;84.716.400-K;12;FS;01/01/1900;01/01/1900
77.068.373-4-84.716.400-K-56-FZ;77.068.373-4;84.716.400-K;56;FZ;01/01/1900;01/01/1900
77.664.918-K-77.664.918-K-140691-GC;77.664.918-K;77.664.918-K;140691;GC;01/01/1900;01/01/1900
76.574.482-2-96.625.710-5-2128-FZ;76.574.482-2;96.625.710-5;2128;FZ;01/01/1900;01/01/1900
76.574.482-2-96.625.710-5-2114-FZ;76.574.482-2;96.625.710-5;2114;FZ;01/01/1900;01/01/1900
96.512.650-3-96.550.920-8-92289-SC;96.512.650-3;96.550.920-8;92289;SC;01/01/1900;01/01/1900
76.073.739-9-88.274.600-3-1971-FZ;76.073.739-9;88.274.600-3;1971;FZ;01/01/1900;01/01/1900
12.440.688-9-79.723.890-2-9504-FZ;12.440.688-9;79.723.890-2;9504;FZ;01/01/1900;01/01/1900
76.177.912-5-76.054.429-9-2220-FZ;76.177.912-5;76.054.429-9;2220;FZ;01/01/1900;01/01/1900
77.742.165-4-96.625.710-5-24-FZ;77.742.165-4;96.625.710-5;24;FZ;01/01/1900;01/01/1900
77.767.406-4-78.110.220-2-384-FZ;77.767.406-4;78.110.220-2;384;FZ;01/01/1900;01/01/1900
77.166.525-K-93.659.000-4-4698-FZ;77.166.525-K;93.659.000-4;4698;FZ;01/01/1900;01/01/1900
76.168.511-2-77.616.617-0-27366-FZ;76.168.511-2;77.616.617-0;27366;FZ;01/01/1900;01/01/1900
16.720.789-8-96.575.610-8-475-FZ;16.720.789-8;96.575.610-8;475;FZ;01/01/1900;01/01/1900
76.168.511-2-77.616.617-0-27364-FZ;76.168.511-2;77.616.617-0;27364;FZ;01/01/1900;01/01/1900
76.034.496-6-86.713.500-6-252-FZ;76.034.496-6;86.713.500-6;252;FZ;01/01/1900;01/01/1900
76.519.769-4-96.930.940-8-239-FZ;76.519.769-4;96.930.940-8;239;FZ;01/01/1900;01/01/1900
77.711.232-5-6.854.216-2-137-FZ;77.711.232-5;6.854.216-2;137;FZ;01/01/1900;01/01/1900
77.212.256-K-77.365.010-1-1255-FZ;77.212.256-K;77.365.010-1;1255;FZ;01/01/1900;01/01/1900
77.802.421-7-96.843.130-7-457-FZ;77.802.421-7;96.843.130-7;457;FZ;01/01/1900;01/01/1900
12.575.398-1-76.240.120-7-809-FZ;12.575.398-1;76.240.120-7;809;FZ;24/01/2025;01/01/1900
76.763.672-5-76.282.865-0-517-FZ;76.763.672-5;76.282.865-0;517;FZ;01/01/1900;01/01/1900
76.536.386-1-96.651.910-K-1529-FZ;76.536.386-1;96.651.910-K;1529;FZ;17/01/2025;01/01/1900
76.318.207-K-76.003.885-7-5543-FZ;76.318.207-K;76.003.885-7;5543;FZ;01/01/1900;01/01/1900
77.517.586-9-84.716.400-K-11-FS;77.517.586-9;84.716.400-K;11;FS;01/01/1900;01/01/1900
77.620.936-8-76.114.143-0-448-FZ;77.620.936-8;76.114.143-0;448;FZ;01/01/1900;01/01/1900
76.070.063-0-78.229.090-8-942-FZ;76.070.063-0;78.229.090-8;942;FZ;01/01/1900;01/01/1900
76.641.632-2-76.388.210-1-89-FZ;76.641.632-2;76.388.210-1;89;FZ;01/01/1900;01/01/1900
76.717.610-4-76.412.000-0-3859-FZ;76.717.610-4;76.412.000-0;3859;FZ;01/01/1900;01/01/1900
83.277.100-7-79.891.160-0-137275-FZ;83.277.100-7;79.891.160-0;137275;FZ;17/01/2025;01/01/1900
12.440.688-9-79.723.890-2-9505-FZ;12.440.688-9;79.723.890-2;9505;FZ;01/01/1900;01/01/1900
77.688.302-6-79.784.980-4-28-FZ;77.688.302-6;79.784.980-4;28;FZ;24/01/2025;01/01/1900
76.533.803-4-96.633.780-K-564-FZ;76.533.803-4;96.633.780-K;564;FZ;01/01/1900;01/01/1900
77.166.525-K-93.659.000-4-4767-FZ;77.166.525-K;93.659.000-4;4767;FZ;01/01/1900;01/01/1900
77.166.525-K-93.659.000-4-4696-FZ;77.166.525-K;93.659.000-4;4696;FZ;01/01/1900;01/01/1900
76.608.958-5-96.755.590-8-977-FZ;76.608.958-5;96.755.590-8;977;FZ;01/01/1900;01/01/1900
77.127.451-K-77.043.466-1-2408-FZ;77.127.451-K;77.043.466-1;2408;FZ;01/01/1900;01/01/1900
77.081.912-1-76.153.883-7-242-FZ;77.081.912-1;76.153.883-7;242;FZ;01/01/1900;01/01/1900
77.353.175-7-99.537.890-6-111-FZ;77.353.175-7;99.537.890-6;111;FZ;01/01/1900;01/01/1900
76.718.761-0-76.156.521-4-437-FZ;76.718.761-0;76.156.521-4;437;FZ;17/01/2025;01/01/1900
76.177.912-5-76.177.912-5-13923-C1;76.177.912-5;76.177.912-5;13923;C1;20/01/2025;01/01/1900
13.064.386-8-76.388.210-1-315-FZ;13.064.386-8;76.388.210-1;315;FZ;01/01/1900;01/01/1900
76.066.912-1-76.232.401-6-5676-FZ;76.066.912-1;76.232.401-6;5676;FZ;01/01/1900;01/01/1900
12.346.703-5-76.003.885-7-1108-FZ;12.346.703-5;76.003.885-7;1108;FZ;01/01/1900;01/01/1900
76.258.207-4-96.994.750-1-1664-FZ;76.258.207-4;96.994.750-1;1664;FZ;01/01/1900;01/01/1900
76.908.203-4-6.404.391-9-151-FZ;76.908.203-4;6.404.391-9;151;FZ;01/01/1900;01/01/1900
77.647.955-1-79.784.980-4-206-FZ;77.647.955-1;79.784.980-4;206;FZ;27/01/2025;01/01/1900
76.485.877-8-76.411.321-7-3659-FZ;76.485.877-8;76.411.321-7;3659;FZ;29/01/2025;01/01/1900
52.004.907-K-69.180.800-9-216-SC;52.004.907-K;69.180.800-9;216;SC;01/01/1900;01/01/1900
76.692.031-4-76.495.180-8-2974-FZ;76.692.031-4;76.495.180-8;2974;FZ;01/01/1900;01/01/1900
76.318.207-K-76.003.885-7-5548-FZ;76.318.207-K;76.003.885-7;5548;FZ;01/01/1900;01/01/1900
77.166.525-K-93.659.000-4-4777-FZ;77.166.525-K;93.659.000-4;4777;FZ;01/01/1900;01/01/1900
76.574.482-2-96.538.430-8-2107-FZ;76.574.482-2;96.538.430-8;2107;FZ;01/01/1900;01/01/1900
7.242.473-5-76.646.711-3-181-FZ;7.242.473-5;76.646.711-3;181;FZ;01/01/1900;01/01/1900
77.166.525-K-93.659.000-4-4778-FZ;77.166.525-K;93.659.000-4;4778;FZ;01/01/1900;01/01/1900
8.735.378-8-78.801.520-8-1004-FZ;8.735.378-8;78.801.520-8;1004;FZ;28/01/2025;01/01/1900
76.536.386-1-96.651.910-K-1528-FZ;76.536.386-1;96.651.910-K;1528;FZ;17/01/2025;01/01/1900
76.258.207-4-76.769.420-2-1679-FZ;76.258.207-4;76.769.420-2;1679;FZ;20/01/2025;01/01/1900
76.722.342-0-79.770.780-5-210-FZ;76.722.342-0;79.770.780-5;210;FZ;01/01/1900;01/01/1900
76.846.150-3-99.520.820-2-853-FZ;76.846.150-3;99.520.820-2;853;FZ;01/01/1900;01/01/1900
77.132.219-0-96.579.800-5-245-FZ;77.132.219-0;96.579.800-5;245;FZ;17/01/2025;01/01/1900
77.826.231-2-76.525.290-3-95-FZ;77.826.231-2;76.525.290-3;95;FZ;17/01/2025;01/01/1900
77.836.611-8-99.553.680-3-167-FZ;77.836.611-8;99.553.680-3;167;FZ;17/01/2025;01/01/1900
77.044.498-5-76.625.089-0-354-FZ;77.044.498-5;76.625.089-0;354;FZ;01/01/1900;01/01/1900
